#,Thermostat,identifier,311064582709
#,Thermostat,name,Home
#,Start,date,2019-01-01
#,End,date,2019-01-31

Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Cool Stage 2 (sec),Heat Stage 1 (sec),Heat Stage 2 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Downstairs (F),Downstairs2,Kids' Room (F),Kids' Room2,Bedroom (F),Bedroom2
2018-12-31,23:00:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.4,49,47.1,0,0,0,300,0,0,,63.3,49,0,62.6,0,64.2,0,63.6,0,
2018-12-31,23:05:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.7,48,47.1,0,0,0,150,0,45,,63.7,48,0,62.7,0,64.7,0,64.1,0,
2018-12-31,23:10:00,auto,heatOff,Vacation,Sleep,80,54,64,48,47.1,0,0,0,0,0,0,,63.7,48,0,63,0,65.1,0,64.4,0,
2018-12-31,23:15:00,auto,heatOff,Vacation,Sleep,80,54,64.1,48,47.1,0,0,0,0,0,0,,63.2,48,0,63.2,0,65.1,0,64.2,0,
2018-12-31,23:20:00,auto,heatOff,Vacation,Sleep,80,54,63.8,49,47.1,0,0,0,0,0,0,,62.6,49,0,63,0,64.6,0,63.8,0,
2018-12-31,23:25:00,auto,heatOff,Vacation,Sleep,80,54,63.4,49,47.1,0,0,0,0,0,0,,62.1,49,0,62.8,0,64.2,0,63.6,0,
2018-12-31,23:30:00,auto,heatOff,Vacation,Sleep,80,54,63.2,50,46.6,0,0,0,0,0,0,,61.7,50,0,62.6,0,63.8,0,63.3,0,
2018-12-31,23:35:00,auto,heatOff,Vacation,Sleep,80,54,63,51,46.6,0,0,0,0,0,0,,61.4,51,0,62.4,0,63.6,0,63,0,
2018-12-31,23:40:00,auto,heatOff,Vacation,Sleep,80,54,62.9,51,46.6,0,0,0,0,0,0,,61.2,51,0,62.4,0,63.5,0,62.9,0,
2018-12-31,23:45:00,auto,heatOff,Vacation,Sleep,80,54,62.7,51,46.6,0,0,0,0,0,0,,61,51,0,62.2,0,63.3,0,62.7,0,
2018-12-31,23:50:00,auto,heatOff,Vacation,Sleep,80,54,62.6,51,46.6,0,0,0,0,0,0,,60.8,51,0,62.2,0,63.1,0,62.6,0,
2018-12-31,23:55:00,auto,heatOff,Vacation,Sleep,80,54,62.4,51,46.6,0,0,0,0,0,0,,60.7,51,0,62,0,62.9,0,62.4,0,
2019-01-01,00:00:00,auto,heatOff,Vacation,Sleep,80,54,62.4,51,41.9,0,0,0,0,0,0,,60.6,51,0,62,0,62.9,0,62.4,0,
2019-01-01,00:05:00,auto,heatOff,Vacation,Sleep,80,54,62.3,51,41.9,0,0,0,0,0,0,,60.4,51,0,62,0,62.7,0,62.1,0,
2019-01-01,00:10:00,auto,heatOff,Vacation,Sleep,80,54,62.2,51,41.9,0,0,0,0,0,0,,60.3,51,0,61.8,0,62.6,0,62,0,
2019-01-01,00:15:00,auto,heatOff,Vacation,Sleep,80,54,62.1,51,41.9,0,0,0,270,0,0,,60.3,51,0,61.8,0,62.4,0,61.9,0,
2019-01-01,00:20:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,62.2,51,41.9,0,0,0,300,0,0,,60.8,51,0,61.9,0,62.5,0,61.8,0,
2019-01-01,00:25:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,62.5,51,41.9,0,0,0,300,0,0,,61.7,51,0,62.1,0,62.9,0,62.1,0,
2019-01-01,00:30:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,62.8,49,42.6,0,0,0,300,0,0,,62.4,49,0,62.4,0,63.4,0,62.7,0,
2019-01-01,00:35:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.2,49,42.6,0,0,0,300,0,0,,62.9,49,0,62.6,0,63.9,0,63.2,0,
2019-01-01,00:40:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.5,49,42.6,0,0,0,300,0,0,,63.4,49,0,62.6,0,64.5,0,63.7,0,
2019-01-01,00:45:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.9,48,42.6,0,0,0,300,0,0,,63.7,48,0,62.9,0,64.9,0,64.2,0,
2019-01-01,00:50:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,64.1,47,42.6,0,0,0,105,0,45,,64.1,47,0,62.9,0,65.2,0,64.5,0,
2019-01-01,00:55:00,auto,heatOff,Vacation,Sleep,80,54,64.3,47,42.6,0,0,0,0,0,0,,63.9,47,0,63.3,0,65.4,0,64.7,0,
2019-01-01,01:00:00,auto,heatOff,Vacation,Sleep,80,54,64.3,48,44.6,0,0,0,0,0,0,,63.3,48,0,63.2,0,65.4,0,64.5,0,
2019-01-01,01:05:00,auto,heatOff,Vacation,Sleep,80,54,64,48,44.6,0,0,0,0,0,0,,62.7,48,0,63,0,65,0,64.1,0,
2019-01-01,01:10:00,auto,heatOff,Vacation,Sleep,80,54,63.7,49,44.6,0,0,0,0,0,0,,62.2,49,0,62.8,0,64.6,0,63.8,0,
2019-01-01,01:15:00,auto,heatOff,Vacation,Sleep,80,54,63.4,49,44.6,0,0,0,0,0,0,,61.9,49,0,62.7,0,64.3,0,63.5,0,
2019-01-01,01:20:00,auto,heatOff,Vacation,Sleep,80,54,63.3,50,44.6,0,0,0,0,0,0,,61.6,50,0,62.6,0,64,0,63.3,0,
2019-01-01,01:25:00,auto,heatOff,Vacation,Sleep,80,54,63.1,50,44.6,0,0,0,0,0,0,,61.4,50,0,62.4,0,63.7,0,63,0,
2019-01-01,01:30:00,auto,heatOff,Vacation,Sleep,80,54,62.9,51,44.6,0,0,0,0,0,0,,61.2,51,0,62.4,0,63.5,0,62.8,0,
2019-01-01,01:35:00,auto,heatOff,Vacation,Sleep,80,54,62.7,51,44.6,0,0,0,0,0,0,,61.1,51,0,62.2,0,63.3,0,62.7,0,
2019-01-01,01:40:00,auto,heatOff,Vacation,Sleep,80,54,62.7,51,44.6,0,0,0,0,0,0,,60.9,51,0,62.2,0,63.3,0,62.6,0,
2019-01-01,01:45:00,auto,heatOff,Vacation,Sleep,80,54,62.6,51,44.6,0,0,0,0,0,0,,60.8,51,0,62.2,0,63.1,0,62.5,0,
2019-01-01,01:50:00,auto,heatOff,Vacation,Sleep,80,54,62.4,50,44.6,0,0,0,225,0,0,,60.8,50,0,62,0,62.9,0,62.4,0,
2019-01-01,01:55:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,62.4,50,44.6,0,0,0,300,0,0,,61.3,50,0,62.1,0,62.9,0,62.3,0,
2019-01-01,02:00:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,62.7,49,42.9,0,0,0,300,0,0,,62.3,49,0,62.3,0,63.2,0,62.3,0,
2019-01-01,02:05:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.1,48,42.9,0,0,0,300,0,0,,63.1,48,0,62.6,0,63.7,0,62.8,0,
2019-01-01,02:10:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.4,47,42.9,0,0,0,300,0,0,,63.8,47,0,62.7,0,64.2,0,63.4,0,
2019-01-01,02:15:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.8,47,42.9,0,0,0,300,0,0,,64.2,47,0,62.9,0,64.8,0,63.8,0,
2019-01-01,02:20:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,64.1,47,42.9,0,0,0,255,0,45,,64.6,47,0,63.1,0,65.2,0,64.3,0,
2019-01-01,02:25:00,auto,heatOff,Vacation,Sleep,80,54,64.4,45,42.9,0,0,0,0,0,0,,64.8,45,0,63.3,0,65.5,0,64.6,0,
2019-01-01,02:30:00,auto,heatOff,Vacation,Sleep,80,54,64.6,46,43,0,0,0,0,0,0,,64.4,46,0,63.5,0,65.7,0,64.7,0,
2019-01-01,02:35:00,auto,heatOff,Vacation,Sleep,80,54,64.4,46,43,0,0,0,0,0,0,,63.8,46,0,63.4,0,65.4,0,64.4,0,
2019-01-01,02:40:00,auto,heatOff,Vacation,Sleep,80,54,64,47,43,0,0,0,0,0,0,,63.3,47,0,63.2,0,64.9,0,64,0,
2019-01-01,02:45:00,auto,heatOff,Vacation,Sleep,80,54,63.7,48,43,0,0,0,0,0,0,,63,48,0,62.9,0,64.5,0,63.7,0,
2019-01-01,02:50:00,auto,heatOff,Vacation,Sleep,80,54,63.5,48,43,0,0,0,0,0,0,,62.7,48,0,62.8,0,64.4,0,63.5,0,
2019-01-01,02:55:00,auto,heatOff,Vacation,Sleep,80,54,63.3,48,43,0,0,0,0,0,0,,62.5,48,0,62.6,0,64,0,63.3,0,
2019-01-01,03:00:00,auto,heatOff,Vacation,Sleep,80,54,63.3,48,43.7,0,0,0,0,0,0,,62.4,48,0,62.6,0,64,0,63.2,0,
2019-01-01,03:05:00,auto,heatOff,Vacation,Sleep,80,54,63.1,48,43.7,0,0,0,0,0,0,,62.2,48,0,62.6,0,63.6,0,62.9,0,
2019-01-01,03:10:00,auto,heatOff,Vacation,Sleep,80,54,63,48,43.7,0,0,0,0,0,0,,62,48,0,62.4,0,63.5,0,62.8,0,
2019-01-01,03:15:00,auto,heatOff,Vacation,Sleep,80,54,62.8,50,43.7,0,0,0,0,0,0,,61.9,50,0,62.4,0,63.4,0,62.6,0,
2019-01-01,03:20:00,auto,heatOff,Vacation,Sleep,80,54,62.7,50,43.7,0,0,0,30,0,0,,61.7,50,0,62.2,0,63.2,0,62.6,0,
2019-01-01,03:25:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,62.6,49,43.7,0,0,0,300,0,0,,61.7,49,0,62.2,0,63.1,0,62.5,0,
2019-01-01,03:30:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,62.6,48,43.2,0,0,0,300,0,0,,62.3,48,0,62.3,0,63.1,0,62.5,0,
2019-01-01,03:35:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63,47,43.2,0,0,0,300,0,0,,63.1,47,0,62.5,0,63.5,0,62.7,0,
2019-01-01,03:40:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.3,47,43.2,0,0,0,300,0,0,,63.7,47,0,62.6,0,64,0,63.1,0,
2019-01-01,03:45:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.7,46,43.2,0,0,0,300,0,0,,64.2,46,0,62.8,0,64.5,0,63.6,0,
2019-01-01,03:50:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,64,45,43.2,0,0,0,300,0,0,,64.6,45,0,63,0,65.1,0,64.1,0,
2019-01-01,03:55:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,64.3,45,43.2,0,0,0,300,0,0,,64.9,45,0,63.2,0,65.4,0,64.6,0,
2019-01-01,04:00:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,64.4,45,40.2,0,0,0,300,0,0,,65.2,45,0,63.3,0,65.6,0,64.8,0,
2019-01-01,04:05:00,auto,heatOff,Vacation(SmartRecovery),Sleep,80,54,64.7,45,40.2,0,0,0,0,0,45,,65.4,45,0,63.5,0,66,0,65.2,0,
2019-01-01,04:10:00,auto,heatOff,Vacation,Sleep,80,54,64.9,45,40.2,0,0,0,0,0,0,,65,45,0,63.7,0,66.1,0,65.3,0,
2019-01-01,04:15:00,auto,heatOff,Vacation,Sleep,80,54,64.7,45,40.2,0,0,0,0,0,0,,64.4,45,0,63.5,0,65.8,0,65,0,
2019-01-01,04:20:00,auto,heatOff,Vacation,Sleep,80,54,64.3,46,40.2,0,0,0,0,0,0,,63.9,46,0,63.4,0,65.3,0,64.6,0,
2019-01-01,04:25:00,auto,heatOff,Vacation,Sleep,80,54,64.1,46,40.2,0,0,0,0,0,0,,63.5,46,0,63.2,0,65,0,64.3,0,
2019-01-01,04:30:00,auto,heatOff,Vacation,Sleep,80,54,63.9,46,40.1,0,0,0,0,0,0,,63.2,46,0,63,0,64.8,0,63.9,0,
2019-01-01,04:35:00,auto,heatOff,Vacation,Sleep,80,54,63.7,48,40.1,0,0,0,0,0,0,,63,48,0,62.9,0,64.6,0,63.7,0,
2019-01-01,04:40:00,auto,heatOff,Vacation,Sleep,80,54,63.5,48,40.1,0,0,0,0,0,0,,62.8,48,0,62.8,0,64.3,0,63.5,0,
2019-01-01,04:45:00,auto,heatOff,Vacation,Sleep,80,54,63.3,48,40.1,0,0,0,0,0,0,,62.6,48,0,62.7,0,64.1,0,63.4,0,
2019-01-01,04:50:00,auto,heatOff,Vacation,Sleep,80,54,63.2,48,40.1,0,0,0,0,0,0,,62.4,48,0,62.6,0,63.9,0,63.1,0,
2019-01-01,04:55:00,auto,heatOff,Vacation,Sleep,80,54,63.1,48,40.1,0,0,0,0,0,0,,62.2,48,0,62.6,0,63.7,0,62.9,0,
2019-01-01,05:00:00,auto,heatOff,Vacation,Sleep,80,54,63,48,42.9,0,0,0,0,0,0,,62.1,48,0,62.5,0,63.6,0,62.9,0,
2019-01-01,05:05:00,auto,heatOff,Vacation,Sleep,80,54,62.9,48,42.9,0,0,0,90,0,0,,62,48,0,62.4,0,63.5,0,62.7,0,
2019-01-01,05:10:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,62.8,47,42.9,0,0,0,300,0,0,,62,47,0,62.4,0,63.4,0,62.6,0,
2019-01-01,05:15:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,62.9,47,42.9,0,0,0,300,0,0,,62.7,47,0,62.5,0,63.3,0,62.6,0,
2019-01-01,05:20:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.1,46,42.9,0,0,0,300,0,0,,63.4,46,0,62.6,0,63.7,0,63,0,
2019-01-01,05:25:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.5,46,42.9,0,0,0,300,0,0,,64,46,0,62.6,0,64.3,0,63.5,0,
2019-01-01,05:30:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,63.8,46,41.9,0,0,0,300,0,0,,64.4,46,0,62.8,0,64.8,0,63.9,0,
2019-01-01,05:35:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,64.1,44,41.9,0,0,0,300,0,0,,64.8,44,0,63,0,65.2,0,64.4,0,
2019-01-01,05:40:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,64.3,44,41.9,0,0,0,300,0,0,,65.1,44,0,63.2,0,65.5,0,64.7,0,
2019-01-01,05:45:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,64.5,44,41.9,0,0,0,300,0,0,,65.4,44,0,63.3,0,65.9,0,65.1,0,
2019-01-01,05:50:00,auto,heatStage1On,Vacation(SmartRecovery),Sleep,80,54,64.8,43,41.9,0,0,0,30,0,45,,65.6,43,0,63.5,0,66.2,0,65.4,0,
2019-01-01,05:55:00,auto,heatOff,Vacation,Sleep,80,54,64.9,43,41.9,0,0,0,0,0,0,,65.3,43,0,63.7,0,66.3,0,65.5,0,
2019-01-01,06:00:00,auto,heatOff,Vacation,Sleep,80,54,64.7,44,42,0,0,0,0,0,0,,64.6,44,0,63.5,0,66,0,65.3,0,
2019-01-01,06:05:00,auto,heatOff,Vacation,Sleep,80,54,64.4,45,42,0,0,0,0,0,0,,64.1,45,0,63.4,0,65.6,0,64.8,0,
2019-01-01,06:10:00,auto,heatOff,Vacation,Sleep,80,54,64.2,46,42,0,0,0,0,0,0,,63.7,46,0,63.2,0,65.2,0,64.4,0,
2019-01-01,06:15:00,auto,heatOff,Vacation,Sleep,80,54,64,46,42,0,0,0,0,0,0,,63.4,46,0,63,0,65,0,64.2,0,
2019-01-01,06:20:00,auto,heatOff,Vacation,Sleep,80,54,63.8,46,42,0,0,0,0,0,0,,63.1,46,0,62.9,0,64.7,0,63.9,0,
2019-01-01,06:25:00,auto,heatOff,Vacation,Sleep,80,54,63.7,46,42,0,0,0,0,0,0,,62.9,46,0,62.8,0,64.5,0,63.6,0,
2019-01-01,06:30:00,auto,heatOff,Vacation,Home,80,54,63.5,46,41.1,0,0,0,0,0,0,,62.6,46,0,62.7,0,64.4,0,63.5,0,
2019-01-01,06:35:00,auto,heatOff,Vacation,Home,80,54,63.3,46,41.1,0,0,0,0,0,0,,62.4,46,0,62.6,0,64.1,0,63.3,0,
2019-01-01,06:40:00,auto,heatOff,Vacation,Home,80,54,63.3,47,41.1,0,0,0,0,0,0,,62.3,47,0,62.6,0,64,0,63.3,0,
2019-01-01,06:45:00,auto,heatOff,Vacation,Home,80,54,63.2,47,41.1,0,0,0,0,0,0,,62.1,47,0,62.5,0,63.8,0,63.1,0,
2019-01-01,06:50:00,auto,heatOff,Vacation,Home,80,54,63,47,41.1,0,0,0,0,0,0,,61.9,47,0,62.4,0,63.6,0,62.9,0,
2019-01-01,06:55:00,auto,heatOff,Vacation,Home,80,54,62.8,47,41.1,0,0,0,210,0,0,,61.8,47,0,62.3,0,63.5,0,62.7,0,
2019-01-01,07:00:00,auto,heatStage1On,Vacation(SmartRecovery),Home,80,54,62.7,46,40.6,0,0,0,300,0,0,,62.1,46,0,62.2,0,63.3,0,62.7,0,
2019-01-01,07:05:00,auto,heatStage1On,Vacation(SmartRecovery),Home,80,54,63,46,40.6,0,0,0,300,0,0,,62.9,46,0,62.5,0,63.5,0,62.7,0,
2019-01-01,07:10:00,auto,heatStage1On,Vacation(SmartRecovery),Home,80,54,63.3,45,40.6,0,0,0,90,0,45,,63.6,45,0,62.6,0,64,0,63.3,0,
2019-01-01,07:15:00,auto,heatOff,Vacation,Home,80,54,63.5,44,40.6,0,0,0,0,0,0,,63.6,44,0,62.7,0,64.4,0,63.6,0,
2019-01-01,07:20:00,auto,heatOff,Vacation,Home,80,54,63.5,45,40.6,0,0,0,0,0,0,,63.2,45,0,62.7,0,64.4,0,63.5,0,
2019-01-01,07:25:00,auto,heatOff,Vacation,Home,80,54,63.3,46,40.6,0,0,0,0,0,0,,62.7,46,0,62.6,0,64.1,0,63.4,0,
2019-01-01,07:30:00,auto,heatOff,Vacation,Home,80,54,63.2,46,40.1,0,0,0,0,0,0,,62.4,46,0,62.6,0,63.8,0,63.2,0,
2019-01-01,07:35:00,auto,heatOff,Vacation,Home,80,54,63,46,40.1,0,0,0,0,0,0,,62.1,46,0,62.4,0,63.6,0,62.8,0,
2019-01-01,07:40:00,auto,heatOff,Vacation,Home,80,54,62.7,47,40.1,0,0,0,0,0,0,,61.9,47,0,62.2,0,63.3,0,62.6,0,
2019-01-01,07:45:00,auto,heatOff,Vacation,Home,80,54,62.7,46,40.1,0,0,0,0,0,0,,61.7,46,0,62.2,0,63.3,0,62.6,0,
2019-01-01,07:50:00,auto,heatOff,Vacation,Home,80,54,62.5,47,40.1,0,0,0,0,0,0,,61.5,47,0,62,0,63.1,0,62.5,0,
