#,Thermostat,identifier,311064582709
#,Thermostat,name,Home
#,Start,date,2016-06-01
#,End,date,2016-06-30

Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Cool Stage 2 (sec),Heat Stage 1 (sec),Heat Stage 2 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Downstairs (F),Downstairs2,Kids' Room (F),Kids' Room2,Bedroom (F),Bedroom2
2016-06-01,00:00:00,auto,compressorCoolOff,,Sleep,73,66,72.9,59,68.5,2,0,0,0,0,0,,72.5,59,0,73,0,73.8,0,72.6,0,
2016-06-01,00:05:00,auto,compressorCoolOff,,Sleep,73,66,73,59,68.5,2,0,0,0,0,0,,72.5,59,0,73.1,0,73.9,0,72.8,0,
2016-06-01,00:10:00,auto,compressorCoolOff,,Sleep,73,66,73.1,59,68.5,2,0,0,0,0,0,,72.6,59,0,73,0,73.9,0,72.8,0,
2016-06-01,00:15:00,auto,compressorCoolOff,,Sleep,73,66,73.1,61,68.5,2,0,0,0,0,0,,72.6,61,0,73,0,73.9,0,72.8,0,
2016-06-01,00:20:00,auto,compressorCoolOff,,Sleep,73,66,73.1,61,68.5,2,0,0,0,0,0,,72.7,61,0,73.1,0,73.9,0,72.8,0,
2016-06-01,00:25:00,auto,compressorCoolOff,,Sleep,73,66,73.2,61,68.5,2,0,0,0,0,0,,72.7,61,0,73.2,0,73.9,0,73,0,
2016-06-01,00:30:00,auto,compressorCoolOff,,Sleep,73,66,73.2,61,68.6,1,0,0,0,0,0,,72.7,61,0,73.2,0,74,0,73,0,
2016-06-01,00:35:00,auto,compressorCoolOff,,Sleep,73,66,73.2,61,68.6,1,0,0,0,0,0,,72.7,61,0,73.2,0,74.1,0,73,0,
2016-06-01,00:40:00,auto,compressorCoolOff,,Sleep,73,66,73.2,61,68.6,1,0,0,0,0,0,,72.7,61,0,73.2,0,74.1,0,73,0,
2016-06-01,00:45:00,auto,compressorCoolOff,,Sleep,73,66,73.3,61,68.6,1,0,0,0,0,0,,72.8,61,0,73.2,0,74.1,0,73.1,0,
2016-06-01,00:50:00,auto,compressorCoolOff,,Sleep,73,66,73.3,61,68.6,1,0,0,0,0,0,,72.7,61,0,73.2,0,74.1,0,73.2,0,
2016-06-01,00:55:00,auto,compressorCoolOff,,Sleep,73,66,73.3,61,68.6,1,0,0,0,0,0,,72.8,61,0,73.2,0,74.1,0,73.2,0,
2016-06-01,01:00:00,auto,compressorCoolOff,,Sleep,73,66,73.3,61,68.6,1,0,0,0,0,0,,72.7,61,0,73.2,0,74.1,0,73.2,0,
2016-06-01,01:05:00,auto,compressorCoolOff,,Sleep,73,66,73.3,61,68.6,1,0,0,0,0,0,,72.7,61,0,73.2,0,74.1,0,73.2,0,
2016-06-01,01:10:00,auto,compressorCoolOff,,Sleep,73,66,73.3,61,68.6,1,0,0,0,0,0,,72.7,61,0,73.1,0,74.1,0,73.3,0,
2016-06-01,01:15:00,auto,compressorCoolOff,,Sleep,73,66,73.4,61,68.6,1,0,0,0,0,0,,72.7,61,0,73,0,74.1,0,73.4,0,
2016-06-01,01:20:00,auto,compressorCoolOff,,Sleep,73,66,73.3,61,68.6,1,0,0,0,0,0,,72.6,61,0,73.2,0,74.1,0,73.4,0,
2016-06-01,01:25:00,auto,compressorCoolOff,,Sleep,73,66,73.3,61,68.6,1,0,0,0,0,0,,72.6,61,0,73.1,0,74.1,0,73.4,0,
2016-06-01,01:30:00,auto,compressorCoolOff,,Sleep,73,66,73.3,61,67.8,1,0,0,0,0,0,,72.6,61,0,73,0,74.1,0,73.4,0,
2016-06-01,01:35:00,auto,compressorCoolOff,,Sleep,73,66,73.4,61,67.8,1,0,0,0,0,0,,72.7,61,0,73,0,74.1,0,73.4,0,
2016-06-01,01:40:00,auto,compressorCoolOff,,Sleep,73,66,73.5,61,67.8,1,285,0,0,0,285,,72.9,61,0,73.1,0,74.3,0,73.4,0,
2016-06-01,01:45:00,auto,compressorCoolStage1On,,Sleep,73,66,73.6,61,67.8,1,300,0,0,0,300,,73.4,61,0,72.9,0,74.1,0,73.3,0,
2016-06-01,01:50:00,auto,compressorCoolStage1On,,Sleep,73,66,73.3,61,67.8,1,300,0,0,0,300,,73.2,61,0,72.7,0,73.7,0,73.1,0,
2016-06-01,01:55:00,auto,compressorCoolStage1On,,Sleep,73,66,72.9,61,67.8,1,300,0,0,0,300,,72.7,61,0,72.5,0,73.4,0,72.7,0,
2016-06-01,02:00:00,auto,compressorCoolStage1On,,Sleep,73,66,72.6,61,67.8,1,300,0,0,0,300,,72.2,61,0,72.4,0,73.2,0,72.5,0,
2016-06-01,02:05:00,auto,compressorCoolStage1On,,Sleep,73,66,72.3,61,67.8,1,300,0,0,0,300,,71.8,61,0,72.2,0,72.9,0,72.2,0,
2016-06-01,02:10:00,auto,compressorCoolStage1On,,Sleep,73,66,72,61,67.8,1,240,0,0,0,240,,71.4,61,0,72.1,0,72.6,0,72,0,
2016-06-01,02:15:00,auto,compressorCoolOff,,Sleep,73,66,71.6,61,67.8,1,0,0,0,0,0,,70.9,61,0,71.9,0,72.4,0,71.8,0,
2016-06-01,02:20:00,auto,compressorCoolOff,,Sleep,73,66,71.4,61,67.8,1,0,0,0,0,0,,70.1,61,0,71.9,0,72.3,0,71.7,0,
2016-06-01,02:25:00,auto,compressorCoolOff,,Sleep,73,66,71.5,61,67.8,1,0,0,0,0,0,,70.1,61,0,72,0,72.5,0,71.9,0,
2016-06-01,02:30:00,auto,compressorCoolOff,,Sleep,73,66,71.7,61,67.8,0,0,0,0,0,0,,70.4,61,0,72.2,0,72.6,0,72.1,0,
2016-06-01,02:35:00,auto,compressorCoolOff,,Sleep,73,66,71.9,61,67.8,0,120,0,0,0,120,,70.8,61,0,72.3,0,72.8,0,72.3,0,
2016-06-01,02:40:00,auto,compressorCoolStage1On,,Sleep,73,66,72.2,60,67.8,0,180,0,0,0,180,,71.5,60,0,72.3,0,73,0,72.3,0,
2016-06-01,02:45:00,auto,compressorCoolOff,,Sleep,73,66,72.1,60,67.8,0,0,0,0,0,0,,71.6,60,0,72.3,0,72.8,0,72.1,0,
2016-06-01,02:50:00,auto,compressorCoolOff,,Sleep,73,66,71.9,60,67.8,0,0,0,0,0,0,,71,60,0,72.3,0,72.6,0,72.1,0,
2016-06-01,02:55:00,auto,compressorCoolOff,,Sleep,73,66,72,61,67.8,0,210,0,0,0,210,,70.9,61,0,72.3,0,72.8,0,72.2,0,
2016-06-01,03:00:00,auto,compressorCoolStage1On,,Sleep,73,66,72.2,60,67.8,0,90,0,0,0,90,,71.6,60,0,72.3,0,72.9,0,72.3,0,
2016-06-01,03:05:00,auto,compressorCoolOff,,Sleep,73,66,72,60,67.8,0,0,0,0,0,0,,71.4,60,0,72.1,0,72.7,0,72.1,0,
2016-06-01,03:10:00,auto,compressorCoolOff,,Sleep,73,66,71.8,61,67.8,0,0,0,0,0,0,,70.8,61,0,72.1,0,72.6,0,72.1,0,
2016-06-01,03:15:00,auto,compressorCoolOff,,Sleep,73,66,71.9,61,67.8,0,60,0,0,0,60,,70.8,61,0,72.1,0,72.6,0,72.2,0,
2016-06-01,03:20:00,auto,compressorCoolStage1On,,Sleep,73,66,72.1,60,67.8,0,240,0,0,0,240,,71.3,60,0,72.3,0,72.8,0,72.3,0,
2016-06-01,03:25:00,auto,compressorCoolOff,,Sleep,73,66,72.2,60,67.8,0,0,0,0,0,0,,71.7,60,0,72.2,0,72.7,0,72.2,0,
2016-06-01,03:30:00,auto,compressorCoolOff,,Sleep,73,66,71.9,60,67.7,1,0,0,0,0,0,,71,60,0,72.1,0,72.6,0,72.1,0,
2016-06-01,03:35:00,auto,compressorCoolOff,,Sleep,73,66,71.9,61,67.7,1,0,0,0,0,0,,70.8,61,0,72.1,0,72.6,0,72.3,0,
2016-06-01,03:40:00,auto,compressorCoolOff,,Sleep,73,66,71.9,61,67.7,1,180,0,0,0,180,,70.9,61,0,72.1,0,72.8,0,72.3,0,
2016-06-01,03:45:00,auto,compressorCoolStage1On,,Sleep,73,66,72.2,60,67.7,1,120,0,0,0,120,,71.6,60,0,72.1,0,72.8,0,72.4,0,
